,FAA,name,state,city
485,KLEE,Leesburg International Airport,FL,Leesburg
486,KHYI,San Marcos Regional Airport,TX,San Marcos
487,KENV,Wendover Airport,UT,Wendover
488,K11R,Brenham Municipal Airport,TX,Brenham
489,KCGC,Crystal River Airport,FL,Crystal River
490,KESN,Easton Airport / Newnam Field,MD,Easton
491,KERV,Kerrville / Kerr County Airport at Louis Schreiner Field,TX,Kerrville
492,KMCD,Mackinac Island Airport,MI,Mackinac Island
493,KANE,Anoka County-Blaine (Janes Field) Airport,MN,Minneapolis
494,KMHV,Mojave Airport,CA,Mojave
495,KI74,Grimes Field,OH,Urbana
496,KGRI,Central Nebraska Regional Airport,NE,Grand Island
497,KLMT,Crater Lake-Klamath Regional Airport,OR,Klamath Falls
498,KOTH,Southwest Oregon Regional Airport,OR,North Bend
499,KALO,Waterloo Regional Airport,IA,Waterloo
500,KORS,Orcas Island Airport,WA,Eastsound
501,KHDN,Yampa Valley Airport,CO,Hayden
502,KGYY,Gary Chicago International Airport,IN,Gary
503,KFOE,Topeka Regional Airport,KS,Topeka
504,KMFD,Mansfield Lahm Regional Airport,OH,Mansfield
505,KL45,Bakersfield International Airport,CA,Bakersfield
506,KGKY,Arlington Municipal Airport,TX,Arlington
507,KL08,Borrego Valley Airport,CA,Borrego Springs
508,KHMT,Hemet Ryan Airport,CA,Hemet
509,KLHM,Lincoln Regional Karl Harder Field,CA,Lincoln
510,L52,Oceano County Airport,CA,Oceano
511,KOBE,Okeechobee County Airport,FL,Okeechobee
512,KGKT,Gatlinburg-Pigeon Forge Airport,TN,Sevierville
513,KJGG,Williamsburg Jamestown Airport,VA,Williamsburg
514,KHTS,Tri-State Airport / Milton J. Ferguson Field,WV,Huntington
515,KEWB,New Bedford Regional Airport,MA,New Bedford
516,KPIR,Pierre Regional Airport,SD,Pierre
517,KTWF,Joslin Field Magic Valley Regional Airport,ID,Twin Falls
518,KSWO,Stillwater Regional Airport,OK,Stillwater
519,KTEX,Telluride Regional Airport,CO,Telluride
520,KLAF,Purdue University Airport,IN,West Lafayette
521,KAST,Astoria Regional Airport,OR,Astoria
522,KEFD,Ellington Airport,TX,Houston
523,KBAZ,New Braunfels Municipal Airport,TX,New Braunfels
524,KMTP,Montauk Airport,NY,Montauk
525,KAEG,Double Eagle II Airport,NM,Albuquerque
526,KAUO,Auburn University Regional Airport,AL,Auburn
527,KBDU,Boulder Municipal Airport,CO,Boulder
528,KBVS,Skagit Regional Airport,WA,Burlington
529,KCDK,George T Lewis Airport,FL,Cedar Key
530,KPVG,Hampton Roads Executive Airport,VA,Chesapeake
531,KHTO,Town of East Hampton Airport,NY,East Hampton
532,KGOO,Nevada County Airport,CA,Grass Valley
533,KJKA,Jack Edwards National Airport,AL,Gulf Shores
534,KJEF,Jefferson City Memorial Airport,MO,Jefferson City
535,K1O2,Lampson Field,CA,Lakeport
536,KLWC,Lawrence Municipal Airport,KS,Lawrence
537,KMPI,Mariposa Yosemite Airport,CA,Mariposa
538,K7B2,Northampton Airport,MA,Northampton
539,KFFC,Peachtree City Falcon Field,GA,Peachtree City
540,KPMP,Pompano Beach Airpark,FL,Pompano Beach
541,KSFM,Sanford Seacoast Regional Airport,ME,Sanford
542,KSPB,Scappoose Industrial Airpark,OR,Scappoose
543,KTMK,Tillamook Airport,OR,Tillamook
544,KBPT,Jack Brooks Regional Airport,TX,Beaumont/Port Arthur
545,KBQK,Brunswick Golden Isles Airport,GA,Brunswick
546,KCGI,Cape Girardeau Regional Airport,MO,Cape Girardeau
547,KDHN,Dothan Regional Airport,AL,Dothan
548,KJLN,Joplin Regional Airport,MO,Joplin
549,KOWB,Owensboro Daviess County Airport,KY,Owensboro
550,KPLN,Pellston Regional Airport of Emmet County Airport,MI,Pellston
551,KART,Watertown International Airport,NY,Watertown
552,KLWB,Greenbrier Valley Airport,WV,Lewisburg
553,KCWA,Central Wisconsin Airport,WI,Mosinee
554,KPUW,Pullman-Moscow Regional Airport,WA,Pullman
555,KTTD,Portland Troutdale Airport,OR,Portland
556,KADM,Ardmore Municipal Airport,OK,Ardmore
557,KUDD,Bermuda Dunes Airport,CA,Bermuda Dunes
558,KO61,Cameron Park Airport,CA,Cameron Park
559,KTZR,Bolton Field,OH,Columbus
560,KAJO,Corona Municipal Airport,CA,Corona
561,KJYO,Leesburg Executive Airport,VA,Leesburg
562,K1O3,Lodi Airport,CA,Lodi
563,KLMO,Vance Brand Airport,CO,Longmont
564,K4SD,Reno-Stead Airport,NV,Reno
565,KADW,Joint Base Andrews,MD,Camp Springs
566,KABR,Aberdeen Regional Airport,SD,Aberdeen
567,KFLO,Florence Regional Airport,SC,Florence
568,KMGW,Morgantown Municipal Airport Walter L. (Bill) Hart Field,WV,Morgantown
569,KRKS,Southwest Wyoming Regional Airport,WY,Rock Springs
570,KSTC,Saint Cloud Regional Airport,MN,Saint Cloud
571,KTXK,Texarkana Regional Airport (Webb Field),AR,Texarkana
572,KHGR,Hagerstown Regional Richard A Henson Field,MD,Hagerstown
573,KHYS,Hays Regional Airport,KS,Hays
574,KPCW,Carl R Keller Field,OH,Port Clinton
575,KSGH,Springfield-Beckley Municipal Airport,OH,Springfield
576,KMMH,Mammoth Yosemite Airport,CA,Mammoth Lakes
577,KBLM,Monmouth Executive Airport,NJ,Belmar/Farmingdale
578,KL06,Furnace Creek Airport,CA,Death Valley
579,KFWS,Fort Worth Spinks Airport,TX,Fort Worth
580,KHWO,North Perry Airport,FL,Hollywood
581,K1B1,Columbia County Airport,NY,Hudson
582,KIOW,Iowa City Municipal Airport,IA,Iowa City
583,KHQZ,Mesquite Metro Airport,TX,Mesquite
584,K44N,Sky Acres Airport,NY,Millbrook
585,KMGJ,Orange County Airport,NY,Montgomery
586,KOUN,University of Oklahoma Westheimer Airport,OK,Norman
587,KOXC,Waterbury Oxford Airport,CT,Oxford
588,KLCH,Lake Charles Regional Airport,LA,Lake Charles
589,KLAR,Laramie Regional Airport,WY,Laramie
590,KMSL,Northwest Alabama Regional Airport,AL,Muscle Shoals
591,KCLM,William R Fairchild International Airport,WA,Port Angeles
592,KSKF,Lackland Air Force Base,TX,San Antonio
593,PAMR,Merrill Field,AK,Anchorage
594,KMTN,Martin State Airport,MD,Baltimore
595,KLWS,Lewiston Nez Perce County Airport,ID,Lewiston
596,KMCW,Mason City Municipal Airport,IA,Mason City
597,KBMG,Monroe County Airport,IN,Bloomington
598,KMQY,Smyrna Airport,TN,Smyrna
599,KBCE,Bryce Canyon Airport,UT,Bryce Canyon
600,KFMN,Four Corners Regional Airport,NM,Farmington
601,KENW,Kenosha Regional Airport,WI,Kenosha
602,KEED,Needles Airport,CA,Needles
603,KOLS,Nogales International Airport,AZ,Nogales
604,KPNC,Ponca City Regional Airport,OK,Ponca City
605,KBOW,Bartow Executive Airport,FL,Bartow
606,KCXP,Carson Airport,NV,Carson City
607,KCLS,Chehalis Centralia Airport,WA,Chehalis
608,KFIT,Fitchburg Municipal Airport,MA,Fitchburg
609,KGVL,Lee Gilmer Memorial Airport,GA,Gainesville
610,KGEU,Glendale Municipal Airport,AZ,Glendale
611,KIMM,Immokalee Regional Airport,FL,Immokalee
612,KWHP,Whiteman Airport,CA,Pacoima
613,KSFZ,North Central State Airport,RI,Pawtucket
614,KSZP,Santa Paula Airport,CA,Santa Paula
615,KIZA,Santa Ynez Airport,CA,Santa Ynez
616,K0Q5,Shelter Cove Airport,CA,Shelter Cove
617,S43,Harvey Field,WA,Snohomish
618,KSLR,Sulphur Springs Municipal Airport,TX,Sulphur Springs
619,KVDF,Tampa Executive Airport,FL,Tampa
620,KFOK,Francis S Gabreski Airport,NY,Westhampton Beach
621,KABY,Southwest Georgia Regional Airport,GA,Albany
622,KEWN,Coastal Carolina Regional Airport,NC,New Bern
623,KSUN,Friedman Memorial Airport,ID,Hailey
624,KSLE,Salem-Willamette Valley Airport/McNary Field,OR,Salem
625,KWST,Westerly State Airport,RI,Westerly
626,KHKY,Hickory Regional Airport,NC,Hickory
627,KHUF,"Terre Haute Regional Airport, Hulman Field",IN,Terre Haute
628,KSFF,Felts Field,WA,Spokane
629,KAND,Anderson Regional Airport,SC,Anderson
630,KIKK,Greater Kankakee Airport,IL,Kankakee
631,KISO,Kinston Regional Jetport At Stallings Field,NC,Kinston
632,KRME,Griffiss International Airport,NY,Rome
633,KU42,South Valley Regional Airport,UT,Salt Lake City
634,KBWD,Brownwood Regional Airport,TX,Brownwood
635,KVPC,Cartersville Airport,GA,Cartersville
636,K06C,Schaumburg Regional Airport,IL,Chicago/Schaumburg
637,KEDU,University Airport,CA,Davis
638,KDWA,Yolo County Davis Woodland Winters Airport,CA,Davis/Woodland/Winters
639,KDLZ,Delaware Municipal Airport,OH,Delaware
640,KFTG,Colorado Air and Space Port,CO,Denver
641,L18,Fallbrook Community Airpark,CA,Fallbrook
642,KGLE,Gainesville Municipal Airport,TX,Gainesville
643,KGAI,Montgomery County Airpark,MD,Gaithersburg
644,KGXY,Greeley–Weld County Airport,CO,Greeley
645,KLLR,Little River Airport,CA,Little River
646,KMQI,Dare County Regional Airport,NC,Manteo
647,KOMN,Ormond Beach Municipal Airport,FL,Ormond Beach
648,KPYM,Plymouth Municipal Airport,MA,Plymouth
649,KANJ,Sault Ste Marie Municipal Airport Sanderson Field,MI,Sault Ste Marie
650,KDTN,Shreveport Downtown Airport,LA,Shreveport
651,KF45,North Palm Beach County General Aviation Airport,FL,West Palm Beach
652,KAAO,Colonel James Jabara Airport,KS,Wichita
653,KO41,Watts Woodland Airport,CA,Woodland
654,KMCN,Middle Georgia Regional Airport,GA,Macon
655,KBFF,Western Neb. Rgnl/William B. Heilig Airport,NE,Scottsbluff
656,KYKM,Yakima Air Terminal McAllister Field,WA,Yakima
657,KBIH,Eastern Sierra Regional Airport,CA,Bishop
658,KGCC,Northeast Wyoming Regional Airport,WY,Gillette
659,KMKG,Muskegon County Airport,MI,Muskegon
660,KCVO,Corvallis Municipal Airport,OR,Corvallis
661,KMYV,Yuba County Airport,CA,Marysville
662,KBFM,Mobile Downtown Airport,AL,Mobile
663,KAKR,Akron Fulton International Airport,OH,Akron
664,KDRT,Del Rio International Airport,TX,Del Rio
665,KRMG,Richard B Russell Airport,GA,Rome
666,KTPH,Tonopah Airport,NV,Tonopah
667,K2O3,Angwin Airport-Parrett Field,CA,Angwin
668,KBEH,Southwest Michigan Regional Airport,MI,Benton Harbor
669,KEKY,Bessemer Airport,AL,Bessemer
670,KCXL,Calexico International Airport,CA,Calexico
671,KIGQ,Lansing Municipal Airport,IL,Chicago
672,KCEU,Oconee County Regional Airport,SC,Clemson
673,KDVN,Davenport Municipal Airport,IA,Davenport
674,KDED,Deland Municipal Sidney H Taylor Field,FL,Deland
675,KDIJ,Driggs/Reed Memorial Airport,ID,Driggs
676,KEMP,Emporia Municipal Airport,KS,Emporia
677,KGED,Delaware Coastal Airport,DE,Georgetown
678,KE63,Gila Bend Municipal Airport,AZ,Gila Bend
679,KHCR,Heber Valley Airport,UT,Heber
680,KX51,Miami Homestead General Aviation Airport,FL,Homestead
681,KIWS,West Houston Airport,TX,Houston
682,KUNU,Dodge County Airport,WI,Juneau
683,KLSN,Los Banos Municipal Airport,CA,Los Banos
684,KO27,Oakdale Airport,CA,Oakdale
685,KOVE,Oroville Municipal Airport,CA,Oroville
686,KK15,Grand Glaize Osage Beach Airport,MO,Osage Beach
687,KPHN,St Clair County International Airport,MI,Port Huron
688,0Q9,Sonoma Skypark Airport,CA,Sonoma
689,6B6,Minute Man Air Field,MA,Stow
690,KBRL,Southeast Iowa Regional Airport,IA,Burlington
691,KDUJ,DuBois Regional Airport,PA,Dubois
692,KIRK,Kirksville Regional Airport,MO,Kirksville
693,KPKB,Mid Ohio Valley Regional Airport,WV,Parkersburg (Williamstown)
694,KPBG,Plattsburgh International Airport,NY,Plattsburgh
695,KTUP,Tupelo Regional Airport,MS,Tupelo
696,KVLD,Valdosta Regional Airport,GA,Valdosta
697,KALS,San Luis Valley Regional Airport/Bergman Field,CO,Alamosa
698,KHOB,Lea County Regional Airport,NM,Hobbs
699,KOAJ,Albert J Ellis Airport,NC,Richlands
700,KBTL,Battle Creek Executive Airport at Kellogg Field,MI,Battle Creek
701,KJXN,Jackson County Airport/Reynolds Field,MI,Jackson
702,KRIV,March Air Reserve Base,CA,Riverside
703,KSCH,Schenectady County Airport,NY,Schenectady
704,KVPZ,Porter County Municipal Airport,IN,Valparaiso
705,KGLD,Goodland Municipal Airport,KS,Goodland
706,KLGU,Logan-Cache Airport,UT,Logan
707,KLFK,Angelina County Airport,TX,Lufkin
708,KONP,Newport Municipal Airport,OR,Newport
709,KPRX,Cox Field,TX,Paris
710,KAMW,Ames Municipal Airport,IA,Ames
711,KS03,Ashland Municipal Airport Sumner Parker Field,OR,Ashland
712,KP08,Coolidge Municipal Airport,AZ,Coolidge
713,KP52,Cottonwood Airport,AZ,Cottonwood
714,KCTY,Cross City Airport,FL,Cross City
715,KGVT,Majors Airport,TX,Greenville
716,KTME,Houston Executive Airport,TX,Houston
717,KDKX,Knoxville Downtown Island Airport,TN,Knoxville
718,KX14,La Belle Municipal Airport,FL,La Belle
719,KLCQ,Lake City Gateway Airport,FL,Lake City
720,KW45,Luray Caverns Airport,VA,Luray
721,KMKT,Mankato Regional Airport,MN,Mankato
722,KCOI,Merritt Island Airport,FL,Merritt Island
723,KFCI,Richmond Executive-Chesterfield County Airport,VA,North Chesterfield
724,KPSF,Pittsfield Municipal Airport,MA,Pittsfield
725,KRKP,Aransas County Airport,TX,Rockport
726,KCPU,Calaveras Co Maury Rasmussen Field,CA,San Andreas
727,0Q3,Sonoma Valley Airport,CA,Schellville/Sonoma
728,KVUO,Pearson Field,WA,Vancouver
729,KE25,Wickenburg Municipal Airport,AZ,Wickenburg
730,KBTM,Bert Mooney Airport,MT,Butte
731,KGTR,Golden Triangle Regional Airport,MS,Columbus/W Point/Starkville
732,KFFO,Wright-Patterson Air Force Base,OH,Dayton
733,KDEC,Decatur Airport,IL,Decatur
734,KLBL,Liberal Mid-America Regional Airport,KS,Liberal
735,KUIN,Quincy Regional Airport Baldwin Field,IL,Quincy
736,PASI,Sitka Rocky Gutierrez Airport,AK,Sitka
737,KVCT,Victoria Regional Airport,TX,Victoria
738,KPGV,Pitt-Greenville Airport,NC,Greenville
739,KLRU,Las Cruces International Airport,NM,Las Cruces
740,KLAW,Lawton Fort Sill Regional Airport,OK,Lawton
741,KVEL,Vernal Regional Airport,UT,Vernal
742,KHQM,Bowerman Airport,WA,Hoquiam
743,KTPL,Draughon Miller Central Texas Regional Airport,TX,Temple
744,KALN,St Louis Regional Airport,IL,Alton/St Louis
745,KBAK,Columbus Municipal Airport,IN,Columbus
746,KCEW,Bob Sikes Airport,FL,Crestview
747,KUTS,Huntsville Regional Airport,TX,Huntsville
748,KUUU,Newport State Airport,RI,Newport
749,KDKB,DeKalb Taylor Municipal Airport,IL,DeKalb
750,KFCH,Fresno Chandler Executive Airport,CA,Fresno
751,KGYR,Phoenix Goodyear Airport,AZ,Goodyear
752,KOFP,Hanover County Municipal Airport,VA,Hanover
753,K4S2,Ken Jernstedt Airfield,OR,Hood River
754,KTYQ,Indianapolis Executive Airport,IN,Indianapolis
755,KJVY,Clark Regional Airport,IN,Jeffersonville
756,K09J,Jekyll Island Airport,GA,Jekyll Island
757,K20N,Kingston-Ulster Airport,NY,Kingston
758,KLGC,LaGrange Callaway Airport,GA,LaGrange
759,KMRT,Union County Airport,OH,Marysville
760,KS67,Nampa Municipal Airport,ID,Nampa
761,KORE,Orange Municipal Airport,MA,Orange
762,KK81,Miami County Airport,KS,Paola
763,KEDC,Austin Executive Airport,TX,Pflugerville
764,KPTV,Porterville Municipal Airport,CA,Porterville
765,KSEP,Stephenville Clark Regional Airport,TX,Stephenville
766,W29,Bay Bridge Airport,MD,Stevensville
767,KSFQ,Suffolk Executive Airport,VA,Suffolk
768,KX60,Williston Municipal Airport,FL,Williston
769,KOKV,Winchester Regional Airport,VA,Winchester
770,KCEC,Jack Mc Namara Field Airport,CA,Crescent City
771,KMKL,McKellar-Sipes Regional Airport,TN,Jackson
772,KSHR,Sheridan County Airport,WY,Sheridan
773,KCOD,Yellowstone Regional Airport,WY,Cody
774,KGUP,Gallup Municipal Airport,NM,Gallup
775,KGUC,Gunnison Crested Butte Regional Airport,CO,Gunnison
776,KMWA,Veterans Airport of Southern Illinois,IL,Marion
777,KSOW,Show Low Regional Airport,AZ,Show Low
778,KEAT,Pangborn Memorial Airport,WA,Wenatchee
779,KLOZ,London-Corbin Airport/Magee Field,KY,London
780,KOQU,Quonset State Airport,RI,North Kingstown
781,PAED,Elmendorf Air Force Base,AK,Anchorage
782,KADH,Ada Regional Airport,OK,Ada
783,KDLS,Columbia Gorge Regional Airport,OR,Dallesport / The Dalles
784,KDMN,Deming Municipal Airport,NM,Deming
785,KVQQ,Cecil Airport,FL,Jacksonville
786,KL70,Agua Dulce Airpark,CA,Agua Dulce
787,KDLL,Baraboo Wisconsin Dells Regional Airport,WI,Baraboo
788,KBVO,Bartlesville Municipal Airport,OK,Bartlesville
789,KBUY,Burlington Alamance Regional Airport,NC,Burlington
790,KBMQ,Burnet Municipal Airport/Kate Craddock Field,TX,Burnet
791,KEUL,Caldwell Executive Airport,ID,Caldwell
792,KMDQ,Madison County Executive Airport-Tom Sharp Jr Field,AL,Huntsville
793,KLHX,La Junta Municipal Airport,CO,La Junta
794,KLKP,Lake Placid Airport,NY,Lake Placid
795,KMNN,Marion Municipal Airport,OH,Marion
796,KMTV,Blue Ridge Airport,VA,Martinsville
797,KMDD,Midland Airpark,TX,Midland
798,KMSV,Sullivan County International Airport,NY,Monticello
799,KOXB,Ocean City Municipal Airport,MD,Ocean City
800,KOLV,Olive Branch Airport,MS,Olive Branch
801,K1G4,Grand Canyon West Airport,AZ,Peach Springs
802,KN40,Sky Manor Airport,NJ,Pittstown
803,K0G7,Finger Lakes Regional Airport,NY,Seneca Falls
804,KSUT,Cape Fear Regional Jetport / Howie Franklin Field Airport,NC,Southport
805,KTOC,Toccoa Airport - R.G. Letourneau Field,GA,Toccoa
806,KCCB,Upland-Cable Airport,CA,Upland
807,KVCV,Southern California Logistics Airport,CA,Victorville
808,KO43,Yerington Municipal Airport,NV,Yerington
809,KSUU,Travis Air Force Base,CA,Fairfield
810,KFHU,Sierra Vista Municipal Airport / Libby Army Air Field,AZ,Fort Huachuca / Sierra Vista
811,KJBR,Jonesboro Municipal Airport,AR,Jonesboro
812,PHMK,Molokai Airport,HI,Kaunakakai
813,KMSS,Massena International Airport Richards Field,NY,Massena
814,KSLK,Adirondack Regional Airport,NY,Saranac Lake
815,KEAR,Kearney Regional Airport,NE,Kearney
816,KMYL,McCall Municipal Airport,ID,McCall
817,KNKX,Miramar Marine Corps Air Station - Mitscher Field,CA,San Diego
818,KZZV,Zanesville Municipal Airport,OH,Zanesville
819,KFYV,Drake Field,AR,Fayetteville
820,KCGF,Cuyahoga County Airport,OH,Cleveland
821,KLAA,Southeast Colorado Regional Airport,CO,Lamar
822,K67L,Mesquite International Airport,NV,Mesquite
823,KHLG,Wheeling Ohio County Airport,WV,Wheeling
824,KBNG,Banning Municipal Airport,CA,Banning
825,KBMC,Brigham City Regional Airport,UT,Brigham City
826,KO05,Rogers Field,CA,Chester
827,KARR,Aurora Municipal Airport,IL,Chicago/Aurora
828,K2IS,Airglades Airport,FL,Clewiston
829,KO08,Colusa County Airport,CA,Colusa
830,I19,Greene County/Lewis A. Jackson Regional Airport,OH,Dayton
831,KDTA,Delta Municipal Airport,UT,Delta
832,X01,Everglades Airpark,FL,Everglades
833,KGAD,Northeast Alabama Regional Airport,AL,Gadsden
834,KHAO,Butler Co Regional Airport - Hogan Field,OH,Hamilton
835,KHDC,Hammond Northshore Regional Airport,LA,Hammond
836,KIYK,Inyokern Airport,CA,Inyokern
837,K0L7,Jean Airport,NV,Jean
838,KTKX,Kennett Memorial Airport,MO,Kennett
839,KAQO,Llano Municipal Airport,TX,Llano
840,K47N,Central Jersey Regional Airport,NJ,Manville
841,KOAR,Marina Municipal Airport,CA,Marina
842,KC29,Middleton Municipal Morey Field,WI,Middleton
843,KMWL,Mineral Wells Regional Airport,TX,Mineral Wells
844,KPHD,Harry Clever Field,OH,New Philadelphia
845,KEVB,New Smyrna Beach Municipal Airport,FL,New Smyrna Beach
846,KCCO,Newnan Coweta County Airport,GA,Newnan
847,KMLE,Millard Airport,NE,Omaha
848,KRAS,Mustang Beach Airport,TX,Port Aransas
849,KRGK,Red Wing Regional Airport,MN,Red Wing
850,KF46,Rockwall Municipal Airport,TX,Rockwall
851,KRBG,Roseburg Regional Airport,OR,Roseburg
852,KSEF,Sebring Regional Airport,FL,Sebring
853,KSIK,Sikeston Memorial Municipal Airport,MO,Sikeston
854,KS21,Sunriver Airport,OR,Sunriver
855,KAYS,Waycross Ware County Airport,GA,Waycross
856,KWDR,Barrow County Airport,GA,Winder
857,KBLV,Scott AFB/Midamerica Airport,IL,Belleville
858,KCKB,North Central West Virginia Airport,WV,Bridgeport
859,KHRO,Boone County Airport,AR,Harrison
860,PAHO,Homer Airport,AK,Homer
861,KMCK,McCook Ben Nelson Regional Airport,NE,McCook
862,KANB,Anniston Regional Airport,AL,Anniston
863,KMRB,Eastern WV Regional Airport/Shepherd Field,WV,Martinsburg
864,KMIV,Millville Municipal Airport,NJ,Millville
865,KNQA,Millington-Memphis Airport,TN,Millington
866,KRHP,Western Carolina Regional Airport,NC,Andrews
867,KBJI,Bemidji Regional Airport,MN,Bemidji
868,KEKA,Murray Field,CA,Eureka
869,KFME,Tipton Airport,MD,Fort Meade(Odenton)
870,KFST,Fort Stockton Pecos County Airport,TX,Fort Stockton
